AÑO,DELEGACION,MODALIDAD,TIPO,SUBTIPO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
2015,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,ROBO EN CARRETERAS,CON VIOLENCIA,A CAMIONES DE CARGA,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,ROBO EN CARRETERAS,CON VIOLENCIA,A AUTOBUSES,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,ROBO EN CARRETERAS,CON VIOLENCIA,A VEHICULOS PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,ROBO EN CARRETERAS,CON VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,ROBO EN CARRETERAS,CON VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,ROBO EN CARRETERAS,SIN VIOLENCIA,A CAMIONES DE CARGA,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,ROBO EN CARRETERAS,SIN VIOLENCIA,A AUTOBUSES,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,ROBO EN CARRETERAS,SIN VIOLENCIA,A VEHICULOS PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,ROBO EN CARRETERAS,SIN VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,ROBO EN CARRETERAS,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,LESIONES,DOLOSAS,CON ARMA BLANCA,4,4,7,3,7,4,4,7,5,3,10,2
2015,BENITO JUAREZ,LESIONES,DOLOSAS,CON ARMA DE FUEGO,2,0,8,6,4,4,4,1,7,5,12,8
2015,BENITO JUAREZ,LESIONES,DOLOSAS,OTROS,10,14,14,17,15,15,9,19,13,14,18,12
2015,BENITO JUAREZ,LESIONES,DOLOSAS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,LESIONES,CULPOSAS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,LESIONES,CULPOSAS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,LESIONES,CULPOSAS,OTROS,27,20,19,41,28,30,33,21,24,31,25,36
2015,BENITO JUAREZ,LESIONES,CULPOSAS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,1,0,1,1,0,3,1,0,0,1,1
2015,BENITO JUAREZ,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,1,0,0,1,0,1,0,2
2015,BENITO JUAREZ,HOMICIDIOS,DOLOSOS,OTROS,0,1,0,1,0,1,1,2,1,0,0,0
2015,BENITO JUAREZ,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,HOMICIDIOS,CULPOSOS,CON ARMA DE FUEGO,0,0,0,2,0,0,0,0,1,0,0,1
2015,BENITO JUAREZ,HOMICIDIOS,CULPOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,HOMICIDIOS,CULPOSOS,OTROS,3,3,4,5,4,2,5,1,2,1,3,0
2015,BENITO JUAREZ,HOMICIDIOS,CULPOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,DELITOS PATRIMONIALES,ABUSO DE CONFIANZA,ABUSO DE CONFIANZA,18,16,13,14,15,20,18,16,17,22,26,27
2015,BENITO JUAREZ,DELITOS PATRIMONIALES,DAÑO EN PROPIEDAD AJENA,DAÑO EN PROPIEDAD AJENA,55,54,59,71,59,87,63,59,77,81,87,82
2015,BENITO JUAREZ,DELITOS PATRIMONIALES,EXTORSION,EXTORSION,3,4,3,3,4,3,3,3,3,6,6,5
2015,BENITO JUAREZ,DELITOS PATRIMONIALES,FRAUDE,FRAUDE,114,113,133,131,110,105,104,114,122,137,117,110
2015,BENITO JUAREZ,DELITOS PATRIMONIALES,DESPOJO,CON VIOLENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,DELITOS PATRIMONIALES,DESPOJO,SIN VIOLENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,DELITOS PATRIMONIALES,DESPOJO,SIN DATOS,14,6,14,10,11,17,24,19,17,21,14,28
2015,BENITO JUAREZ,PRIV. DE LA LIBERTAD (SECUESTRO),SECUESTRO,SECUESTRO,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,DELITOS SEXUALES (VIOLACION),VIOLACION,VIOLACION,2,2,2,2,4,3,3,1,1,2,1,0
2015,BENITO JUAREZ,OTROS DELITOS,AMENAZAS,AMENAZAS,33,42,50,42,51,40,56,55,50,63,50,61
2015,BENITO JUAREZ,OTROS DELITOS,ESTUPRO,ESTUPRO,0,0,0,0,0,0,0,0,0,0,0,0
2015,BENITO JUAREZ,OTROS DELITOS,OTROS SEXUALES,OTROS SEXUALES,3,5,7,12,8,7,14,5,8,7,8,3
2015,BENITO JUAREZ,OTROS DELITOS,RESTO DE LOS DELITOS (OTROS),RESTO DE LOS DELITOS (OTROS),121,176,219,197,181,211,219,185,229,267,235,232
2016,BENITO JUAREZ,ROBO COMUN,CON VIOLENCIA,A CASA HABITACION,2,2,1,4,1,2,0,3,1,2,3,2
2016,BENITO JUAREZ,ROBO COMUN,CON VIOLENCIA,A NEGOCIO,13,22,24,18,13,13,5,8,15,22,19,9
2016,BENITO JUAREZ,ROBO COMUN,CON VIOLENCIA,DE VEHICULOS,11,29,22,19,21,13,12,10,14,17,16,8
2016,BENITO JUAREZ,ROBO COMUN,CON VIOLENCIA,A TRANSPORTISTAS,0,0,0,0,1,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO COMUN,CON VIOLENCIA,A TRANSEUNTES,18,30,38,85,63,46,36,59,79,105,104,135
2016,BENITO JUAREZ,ROBO COMUN,CON VIOLENCIA,OTROS,0,2,1,7,2,2,0,3,5,2,1,1
2016,BENITO JUAREZ,ROBO COMUN,CON VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO COMUN,SIN VIOLENCIA,A CASA HABITACION,40,33,53,56,44,60,50,60,64,62,53,44
2016,BENITO JUAREZ,ROBO COMUN,SIN VIOLENCIA,A NEGOCIO,97,117,99,131,108,96,114,147,138,170,156,145
2016,BENITO JUAREZ,ROBO COMUN,SIN VIOLENCIA,DE VEHICULOS,59,68,52,45,66,56,61,55,62,80,51,51
2016,BENITO JUAREZ,ROBO COMUN,SIN VIOLENCIA,A TRANSPORTISTAS,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO COMUN,SIN VIOLENCIA,A TRANSEUNTES,24,22,38,57,61,66,69,63,55,88,79,90
2016,BENITO JUAREZ,ROBO COMUN,SIN VIOLENCIA,OTROS,171,161,206,186,235,231,298,366,256,276,267,298
2016,BENITO JUAREZ,ROBO COMUN,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO DE GANADO (ABIGEATO),ABIGEATO,ABIGEATO,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A BANCOS,0,0,0,0,0,0,0,0,1,1,0,0
2016,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A CASA DE BOLSA,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A CASA DE CAMBIO,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A EMPRESA DE TRASLADO DE VALORES,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A BANCOS,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A CASA DE BOLSA,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A CASA DE CAMBIO,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A EMPRESA DE TRASLADO DE VALORES,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN CARRETERAS,CON VIOLENCIA,A CAMIONES DE CARGA,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN CARRETERAS,CON VIOLENCIA,A AUTOBUSES,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN CARRETERAS,CON VIOLENCIA,A VEHICULOS PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN CARRETERAS,CON VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN CARRETERAS,CON VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN CARRETERAS,SIN VIOLENCIA,A CAMIONES DE CARGA,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN CARRETERAS,SIN VIOLENCIA,A AUTOBUSES,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN CARRETERAS,SIN VIOLENCIA,A VEHICULOS PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN CARRETERAS,SIN VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,ROBO EN CARRETERAS,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,LESIONES,DOLOSAS,CON ARMA BLANCA,3,4,4,5,3,4,4,7,5,9,6,7
2016,BENITO JUAREZ,LESIONES,DOLOSAS,CON ARMA DE FUEGO,3,3,5,3,3,2,6,4,7,2,8,9
2016,BENITO JUAREZ,LESIONES,DOLOSAS,OTROS,6,8,13,8,7,11,15,15,19,25,7,19
2016,BENITO JUAREZ,LESIONES,DOLOSAS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,LESIONES,CULPOSAS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,LESIONES,CULPOSAS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,LESIONES,CULPOSAS,OTROS,26,28,25,40,36,26,34,35,38,39,25,41
2016,BENITO JUAREZ,LESIONES,CULPOSAS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,1,2,0,1,0,0,1,2,0,4
2016,BENITO JUAREZ,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,1,1,1,1,0,0,0,0,0,1
2016,BENITO JUAREZ,HOMICIDIOS,DOLOSOS,OTROS,2,0,0,1,0,0,1,0,0,0,1,5
2016,BENITO JUAREZ,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,HOMICIDIOS,CULPOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,1,0,0
2016,BENITO JUAREZ,HOMICIDIOS,CULPOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,HOMICIDIOS,CULPOSOS,OTROS,0,4,3,1,3,0,2,5,4,3,3,4
2016,BENITO JUAREZ,HOMICIDIOS,CULPOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,DELITOS PATRIMONIALES,ABUSO DE CONFIANZA,ABUSO DE CONFIANZA,17,26,22,24,12,31,43,35,30,31,31,30
2016,BENITO JUAREZ,DELITOS PATRIMONIALES,DAÑO EN PROPIEDAD AJENA,DAÑO EN PROPIEDAD AJENA,74,78,61,71,76,69,75,84,93,91,91,97
2016,BENITO JUAREZ,DELITOS PATRIMONIALES,EXTORSION,EXTORSION,1,3,2,4,2,2,5,5,2,2,3,1
2016,BENITO JUAREZ,DELITOS PATRIMONIALES,FRAUDE,FRAUDE,127,146,133,123,126,139,124,140,110,121,106,108
2016,BENITO JUAREZ,DELITOS PATRIMONIALES,DESPOJO,CON VIOLENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,DELITOS PATRIMONIALES,DESPOJO,SIN VIOLENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2016,BENITO JUAREZ,DELITOS PATRIMONIALES,DESPOJO,SIN DATOS,17,22,10,23,27,17,21,31,19,23,22,16
2016,BENITO JUAREZ,PRIV. DE LA LIBERTAD (SECUESTRO),SECUESTRO,SECUESTRO,0,0,0,0,3,0,0,0,0,0,0,0
2016,BENITO JUAREZ,DELITOS SEXUALES (VIOLACION),VIOLACION,VIOLACION,1,0,1,4,1,1,0,2,3,3,2,1
2016,BENITO JUAREZ,OTROS DELITOS,AMENAZAS,AMENAZAS,47,60,54,74,69,49,73,60,64,72,47,46
2016,BENITO JUAREZ,OTROS DELITOS,ESTUPRO,ESTUPRO,0,1,0,0,0,0,1,0,0,0,0,0
2016,BENITO JUAREZ,OTROS DELITOS,OTROS SEXUALES,OTROS SEXUALES,6,11,12,10,25,10,15,5,11,5,11,7
2016,BENITO JUAREZ,OTROS DELITOS,RESTO DE LOS DELITOS (OTROS),RESTO DE LOS DELITOS (OTROS),172,204,259,266,288,241,239,259,236,250,237,232
2017,BENITO JUAREZ,ROBO COMUN,CON VIOLENCIA,A CASA HABITACION,2,2,4,0,1,2,2,0,2,1,2,3
2017,BENITO JUAREZ,ROBO COMUN,CON VIOLENCIA,A NEGOCIO,14,12,7,9,15,15,20,19,12,19,23,14
2017,BENITO JUAREZ,ROBO COMUN,CON VIOLENCIA,DE VEHICULOS,12,10,14,14,11,16,9,7,10,6,8,11
2017,BENITO JUAREZ,ROBO COMUN,CON VIOLENCIA,A TRANSPORTISTAS,0,0,0,0,0,0,0,1,0,0,1,1
2017,BENITO JUAREZ,ROBO COMUN,CON VIOLENCIA,A TRANSEUNTES,121,110,88,97,87,125,121,40,33,59,39,74
2017,BENITO JUAREZ,ROBO COMUN,CON VIOLENCIA,OTROS,3,2,0,0,1,2,2,79,72,90,95,76
2017,BENITO JUAREZ,ROBO COMUN,CON VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO COMUN,SIN VIOLENCIA,A CASA HABITACION,42,38,45,40,54,52,66,68,63,74,71,76
2017,BENITO JUAREZ,ROBO COMUN,SIN VIOLENCIA,A NEGOCIO,175,134,113,118,130,141,150,143,119,133,153,153
2017,BENITO JUAREZ,ROBO COMUN,SIN VIOLENCIA,DE VEHICULOS,40,49,46,50,48,42,24,31,37,39,27,49
2017,BENITO JUAREZ,ROBO COMUN,SIN VIOLENCIA,A TRANSPORTISTAS,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO COMUN,SIN VIOLENCIA,A TRANSEUNTES,82,68,81,74,104,119,110,34,36,17,29,31
2017,BENITO JUAREZ,ROBO COMUN,SIN VIOLENCIA,OTROS,299,330,364,331,407,365,401,533,432,531,548,537
2017,BENITO JUAREZ,ROBO COMUN,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO DE GANADO (ABIGEATO),ABIGEATO,ABIGEATO,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A BANCOS,2,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A CASA DE BOLSA,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A CASA DE CAMBIO,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A EMPRESA DE TRASLADO DE VALORES,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A BANCOS,0,0,0,0,1,0,0,0,1,0,0,0
2017,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A CASA DE BOLSA,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A CASA DE CAMBIO,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A EMPRESA DE TRASLADO DE VALORES,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN CARRETERAS,CON VIOLENCIA,A CAMIONES DE CARGA,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN CARRETERAS,CON VIOLENCIA,A AUTOBUSES,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN CARRETERAS,CON VIOLENCIA,A VEHICULOS PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN CARRETERAS,CON VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN CARRETERAS,CON VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN CARRETERAS,SIN VIOLENCIA,A CAMIONES DE CARGA,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN CARRETERAS,SIN VIOLENCIA,A AUTOBUSES,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN CARRETERAS,SIN VIOLENCIA,A VEHICULOS PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN CARRETERAS,SIN VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,ROBO EN CARRETERAS,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,LESIONES,DOLOSAS,CON ARMA BLANCA,10,15,9,5,8,7,12,11,2,8,8,7
2017,BENITO JUAREZ,LESIONES,DOLOSAS,CON ARMA DE FUEGO,11,10,6,5,5,17,9,8,8,9,7,11
2017,BENITO JUAREZ,LESIONES,DOLOSAS,OTROS,15,25,24,17,21,19,18,22,17,20,28,15
2017,BENITO JUAREZ,LESIONES,DOLOSAS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,LESIONES,CULPOSAS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,LESIONES,CULPOSAS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,LESIONES,CULPOSAS,OTROS,36,29,32,35,30,28,37,30,30,34,30,35
2017,BENITO JUAREZ,LESIONES,CULPOSAS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,2,3,1,1,2,0,0,0,2,0,3
2017,BENITO JUAREZ,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,1,0,0,0,0,0
2017,BENITO JUAREZ,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,2,0,2,1,0,0,0,2,0
2017,BENITO JUAREZ,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,HOMICIDIOS,CULPOSOS,CON ARMA DE FUEGO,1,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,HOMICIDIOS,CULPOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,HOMICIDIOS,CULPOSOS,OTROS,6,5,5,3,4,6,2,5,1,4,3,6
2017,BENITO JUAREZ,HOMICIDIOS,CULPOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,DELITOS PATRIMONIALES,ABUSO DE CONFIANZA,ABUSO DE CONFIANZA,30,29,45,23,61,51,33,46,31,37,33,28
2017,BENITO JUAREZ,DELITOS PATRIMONIALES,DAÑO EN PROPIEDAD AJENA,DAÑO EN PROPIEDAD AJENA,55,93,80,85,74,70,72,81,89,101,78,77
2017,BENITO JUAREZ,DELITOS PATRIMONIALES,EXTORSION,EXTORSION,2,7,1,2,2,6,5,4,1,6,1,2
2017,BENITO JUAREZ,DELITOS PATRIMONIALES,FRAUDE,FRAUDE,99,113,139,112,174,175,156,181,165,224,159,129
2017,BENITO JUAREZ,DELITOS PATRIMONIALES,DESPOJO,CON VIOLENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,DELITOS PATRIMONIALES,DESPOJO,SIN VIOLENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,DELITOS PATRIMONIALES,DESPOJO,SIN DATOS,19,14,16,14,23,17,20,18,11,24,20,19
2017,BENITO JUAREZ,PRIV. DE LA LIBERTAD (SECUESTRO),SECUESTRO,SECUESTRO,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,DELITOS SEXUALES (VIOLACION),VIOLACION,VIOLACION,1,2,3,2,3,0,3,0,1,0,2,1
2017,BENITO JUAREZ,OTROS DELITOS,AMENAZAS,AMENAZAS,45,44,44,41,50,68,48,36,54,79,51,57
2017,BENITO JUAREZ,OTROS DELITOS,ESTUPRO,ESTUPRO,0,0,0,0,0,0,0,0,0,0,0,0
2017,BENITO JUAREZ,OTROS DELITOS,OTROS SEXUALES,OTROS SEXUALES,6,5,3,11,12,14,8,15,11,12,7,6
2017,BENITO JUAREZ,OTROS DELITOS,RESTO DE LOS DELITOS (OTROS),RESTO DE LOS DELITOS (OTROS),227,179,255,221,312,271,298,283,253,298,290,276
2013,COYOACAN,DELITOS PATRIMONIALES,ABUSO DE CONFIANZA,ABUSO DE CONFIANZA,15,12,13,12,25,21,16,19,12,10,21,15
2013,COYOACAN,DELITOS PATRIMONIALES,DAÑO EN PROPIEDAD AJENA,DAÑO EN PROPIEDAD AJENA,52,68,65,68,85,73,64,68,82,88,68,77
2013,COYOACAN,DELITOS PATRIMONIALES,DESPOJO,CON VIOLENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2013,COYOACAN,DELITOS PATRIMONIALES,DESPOJO,SIN DATOS,12,10,18,17,15,13,26,20,21,19,14,21
2013,COYOACAN,DELITOS PATRIMONIALES,DESPOJO,SIN VIOLENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2013,COYOACAN,DELITOS PATRIMONIALES,EXTORSION,EXTORSION,1,7,2,2,5,1,6,1,0,2,6,5
2013,COYOACAN,DELITOS PATRIMONIALES,FRAUDE,FRAUDE,57,52,56,66,61,63,57,61,67,105,81,71
2013,COYOACAN,DELITOS SEXUALES (VIOLACION),VIOLACION,VIOLACION,3,4,0,2,3,4,2,2,4,2,4,2
2013,COYOACAN,HOMICIDIOS,CULPOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2013,COYOACAN,HOMICIDIOS,CULPOSOS,CON ARMA DE FUEGO,0,0,0,0,0,1,0,0,0,0,0,0
2013,COYOACAN,HOMICIDIOS,CULPOSOS,OTROS,4,2,4,2,3,1,2,1,3,2,2,1
2013,COYOACAN,HOMICIDIOS,CULPOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,COYOACAN,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,1,0,0,0,0,0,1,0,0,0
2013,COYOACAN,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,3,2,0,0,0,3,1,0,2,0,0
2013,COYOACAN,HOMICIDIOS,DOLOSOS,OTROS,2,0,1,3,1,2,2,0,1,2,0,0
2013,COYOACAN,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,COYOACAN,LESIONES,CULPOSAS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2013,COYOACAN,LESIONES,CULPOSAS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2013,COYOACAN,LESIONES,CULPOSAS,OTROS,67,46,58,46,42,25,36,35,31,46,42,43
2013,COYOACAN,LESIONES,CULPOSAS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,COYOACAN,LESIONES,DOLOSAS,CON ARMA BLANCA,2,2,2,10,2,3,7,6,2,1,1,1
2013,COYOACAN,LESIONES,DOLOSAS,CON ARMA DE FUEGO,4,3,5,6,6,4,5,7,8,4,4,4
2013,COYOACAN,LESIONES,DOLOSAS,OTROS,23,26,24,28,25,29,28,12,23,30,34,16
2013,COYOACAN,LESIONES,DOLOSAS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,COYOACAN,OTROS DELITOS,AMENAZAS,AMENAZAS,43,52,37,62,56,58,46,40,43,50,45,49
