AÑO,DELEGACION,MODALIDAD,TIPO,SUBTIPO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
2013,ALVARO OBREGON,DELITOS PATRIMONIALES,ABUSO DE CONFIANZA,ABUSO DE CONFIANZA,11,11,21,12,18,9,10,12,14,11,9,4
2013,ALVARO OBREGON,DELITOS PATRIMONIALES,DAÑO EN PROPIEDAD AJENA,DAÑO EN PROPIEDAD AJENA,69,65,55,60,53,80,54,85,75,78,62,68
2013,ALVARO OBREGON,DELITOS PATRIMONIALES,DESPOJO,CON VIOLENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,DELITOS PATRIMONIALES,DESPOJO,SIN DATOS,13,6,20,14,14,9,9,13,11,15,15,13
2013,ALVARO OBREGON,DELITOS PATRIMONIALES,DESPOJO,SIN VIOLENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,DELITOS PATRIMONIALES,EXTORSION,EXTORSION,10,2,7,5,4,5,2,0,7,1,3,3
2013,ALVARO OBREGON,DELITOS PATRIMONIALES,FRAUDE,FRAUDE,38,53,47,35,43,52,58,46,38,51,50,39
2013,ALVARO OBREGON,DELITOS SEXUALES (VIOLACION),VIOLACION,VIOLACION,8,5,1,5,1,2,3,3,2,2,2,1
2013,ALVARO OBREGON,HOMICIDIOS,CULPOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,HOMICIDIOS,CULPOSOS,CON ARMA DE FUEGO,0,0,0,1,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,HOMICIDIOS,CULPOSOS,OTROS,5,2,2,5,1,2,2,3,1,3,4,6
2013,ALVARO OBREGON,HOMICIDIOS,CULPOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,1,0,0,2,0,2,0,1,0,1,0
2013,ALVARO OBREGON,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,4,1,2,1,3,4,1,1,4,5,2,1
2013,ALVARO OBREGON,HOMICIDIOS,DOLOSOS,OTROS,2,0,1,3,4,0,1,1,0,3,3,1
2013,ALVARO OBREGON,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,LESIONES,CULPOSAS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,LESIONES,CULPOSAS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,LESIONES,CULPOSAS,OTROS,35,33,32,32,29,20,24,37,29,32,27,26
2013,ALVARO OBREGON,LESIONES,CULPOSAS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,LESIONES,DOLOSAS,CON ARMA BLANCA,7,5,8,9,5,8,5,5,8,9,5,8
2013,ALVARO OBREGON,LESIONES,DOLOSAS,CON ARMA DE FUEGO,8,9,2,11,6,5,5,5,8,8,9,11
2013,ALVARO OBREGON,LESIONES,DOLOSAS,OTROS,22,26,39,21,35,33,26,31,30,44,31,34
2013,ALVARO OBREGON,LESIONES,DOLOSAS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,OTROS DELITOS,AMENAZAS,AMENAZAS,78,73,66,65,63,71,57,64,66,58,64,48
2013,ALVARO OBREGON,OTROS DELITOS,ESTUPRO,ESTUPRO,0,1,0,0,0,0,0,0,0,1,0,0
2013,ALVARO OBREGON,OTROS DELITOS,OTROS SEXUALES,OTROS SEXUALES,13,15,12,12,13,12,9,14,11,3,11,6
2013,ALVARO OBREGON,OTROS DELITOS,RESTO DE LOS DELITOS (OTROS),RESTO DE LOS DELITOS (OTROS),150,146,142,162,154,126,159,117,133,144,110,154
2013,ALVARO OBREGON,PRIV. DE LA LIBERTAD (SECUESTRO),SECUESTRO,SECUESTRO,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,A CASA HABITACION,2,4,2,4,6,3,5,4,6,1,6,4
2013,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,A NEGOCIO,36,18,37,24,29,27,33,30,19,23,32,14
2013,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,A TRANSEUNTES,117,108,138,122,141,110,120,124,99,124,114,104
2013,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,A TRANSPORTISTAS,1,2,1,0,0,1,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,DE VEHICULOS,21,19,15,16,13,14,10,25,16,37,26,21
2013,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,OTROS,8,15,15,12,8,14,16,15,15,14,15,10
2013,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,A CASA HABITACION,34,42,45,47,35,40,43,35,37,46,38,36
2013,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,A NEGOCIO,52,40,42,63,41,37,53,48,41,34,52,43
2013,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,A TRANSEUNTES,14,12,12,17,11,9,13,7,10,13,11,4
2013,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,A TRANSPORTISTAS,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,DE VEHICULOS,65,58,62,53,72,62,69,87,68,55,65,57
2013,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,OTROS,104,91,105,116,138,114,131,136,132,139,125,126
2013,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO DE GANADO (ABIGEATO),ABIGEATO,ABIGEATO,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN CARRETERAS,CON VIOLENCIA,A AUTOBUSES,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN CARRETERAS,CON VIOLENCIA,A CAMIONES DE CARGA,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN CARRETERAS,CON VIOLENCIA,A VEHICULOS PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN CARRETERAS,CON VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN CARRETERAS,CON VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN CARRETERAS,SIN VIOLENCIA,A AUTOBUSES,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN CARRETERAS,SIN VIOLENCIA,A CAMIONES DE CARGA,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN CARRETERAS,SIN VIOLENCIA,A VEHICULOS PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN CARRETERAS,SIN VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN CARRETERAS,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A BANCOS,0,1,0,0,1,0,2,1,0,0,0,0
2013,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A CASA DE BOLSA,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A CASA DE CAMBIO,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A EMPRESA DE TRASLADO DE VALORES,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A BANCOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A CASA DE BOLSA,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A CASA DE CAMBIO,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A EMPRESA DE TRASLADO DE VALORES,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2013,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,A CASA HABITACION,5,5,2,4,1,4,3,6,3,4,2,6
2014,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,A NEGOCIO,17,13,14,10,12,24,33,29,15,20,21,26
2014,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,DE VEHICULOS,26,24,17,20,19,20,18,20,17,24,20,27
2014,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,A TRANSPORTISTAS,0,1,1,0,0,1,2,0,0,1,0,0
2014,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,A TRANSEUNTES,109,86,85,85,114,106,90,103,86,94,97,73
2014,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,OTROS,12,8,8,9,8,7,12,9,7,5,11,6
2014,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,A CASA HABITACION,28,38,30,32,28,28,41,30,23,38,20,27
2014,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,A NEGOCIO,41,59,52,56,42,45,44,37,42,59,55,38
2014,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,DE VEHICULOS,81,60,60,66,73,61,48,55,57,51,79,52
2014,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,A TRANSPORTISTAS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,A TRANSEUNTES,6,10,4,18,6,16,14,14,8,20,21,12
2014,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,OTROS,141,129,154,143,152,148,145,131,109,127,138,131
2014,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO DE GANADO (ABIGEATO),ABIGEATO,ABIGEATO,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A BANCOS,0,0,1,0,0,1,0,0,0,0,0,1
2014,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A CASA DE BOLSA,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A CASA DE CAMBIO,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A EMPRESA DE TRASLADO DE VALORES,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A BANCOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A CASA DE BOLSA,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A CASA DE CAMBIO,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A EMPRESA DE TRASLADO DE VALORES,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN CARRETERAS,CON VIOLENCIA,A CAMIONES DE CARGA,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN CARRETERAS,CON VIOLENCIA,A AUTOBUSES,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN CARRETERAS,CON VIOLENCIA,A VEHICULOS PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN CARRETERAS,CON VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN CARRETERAS,CON VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN CARRETERAS,SIN VIOLENCIA,A CAMIONES DE CARGA,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN CARRETERAS,SIN VIOLENCIA,A AUTOBUSES,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN CARRETERAS,SIN VIOLENCIA,A VEHICULOS PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN CARRETERAS,SIN VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,ROBO EN CARRETERAS,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,LESIONES,DOLOSAS,CON ARMA BLANCA,2,7,11,12,6,7,11,8,7,5,10,6
2014,ALVARO OBREGON,LESIONES,DOLOSAS,CON ARMA DE FUEGO,10,6,11,3,5,6,4,7,9,9,9,6
2014,ALVARO OBREGON,LESIONES,DOLOSAS,OTROS,14,31,27,30,24,30,27,28,30,31,27,32
2014,ALVARO OBREGON,LESIONES,DOLOSAS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,LESIONES,CULPOSAS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,LESIONES,CULPOSAS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,LESIONES,CULPOSAS,OTROS,20,16,30,34,35,33,21,28,40,28,29,21
2014,ALVARO OBREGON,LESIONES,CULPOSAS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,4,3,3,1,2,2,3,2,4,5,3,6
2014,ALVARO OBREGON,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,1,1,0,0,1,0,0,1,1,2
2014,ALVARO OBREGON,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,2,0,0,0,1,2,1,4
2014,ALVARO OBREGON,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,HOMICIDIOS,CULPOSOS,CON ARMA DE FUEGO,0,0,1,0,0,0,0,2,0,0,0,0
2014,ALVARO OBREGON,HOMICIDIOS,CULPOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,HOMICIDIOS,CULPOSOS,OTROS,1,1,4,2,6,4,5,2,3,4,10,2
2014,ALVARO OBREGON,HOMICIDIOS,CULPOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,DELITOS PATRIMONIALES,ABUSO DE CONFIANZA,ABUSO DE CONFIANZA,20,20,13,17,14,12,19,14,20,13,13,9
2014,ALVARO OBREGON,DELITOS PATRIMONIALES,DAÑO EN PROPIEDAD AJENA,DAÑO EN PROPIEDAD AJENA,55,58,59,57,59,54,47,68,52,56,58,62
2014,ALVARO OBREGON,DELITOS PATRIMONIALES,EXTORSION,EXTORSION,3,2,2,5,4,7,3,5,3,6,7,2
2014,ALVARO OBREGON,DELITOS PATRIMONIALES,FRAUDE,FRAUDE,43,51,49,43,46,35,65,45,38,44,46,35
2014,ALVARO OBREGON,DELITOS PATRIMONIALES,DESPOJO,CON VIOLENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,DELITOS PATRIMONIALES,DESPOJO,SIN VIOLENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,DELITOS PATRIMONIALES,DESPOJO,SIN DATOS,14,7,8,13,13,15,18,9,18,15,11,11
2014,ALVARO OBREGON,PRIV. DE LA LIBERTAD (SECUESTRO),SECUESTRO,SECUESTRO,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,DELITOS SEXUALES (VIOLACION),VIOLACION,VIOLACION,0,4,1,2,5,3,1,3,2,0,6,3
2014,ALVARO OBREGON,OTROS DELITOS,AMENAZAS,AMENAZAS,48,62,84,81,72,78,88,71,65,50,61,66
2014,ALVARO OBREGON,OTROS DELITOS,ESTUPRO,ESTUPRO,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALVARO OBREGON,OTROS DELITOS,OTROS SEXUALES,OTROS SEXUALES,6,10,9,6,8,8,9,9,11,9,14,9
2014,ALVARO OBREGON,OTROS DELITOS,RESTO DE LOS DELITOS (OTROS),RESTO DE LOS DELITOS (OTROS),136,145,146,163,160,163,170,151,141,182,125,142
2015,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,A CASA HABITACION,4,4,5,4,1,4,2,4,4,3,5,4
2015,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,A NEGOCIO,35,7,15,20,11,15,18,13,21,29,17,21
2015,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,DE VEHICULOS,19,16,25,10,12,9,12,10,12,6,14,11
2015,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,A TRANSPORTISTAS,0,0,1,0,0,0,0,0,0,0,1,0
2015,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,A TRANSEUNTES,78,83,81,84,77,90,84,54,60,79,72,82
2015,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,OTROS,9,11,16,13,9,19,13,9,19,13,7,5
2015,ALVARO OBREGON,ROBO COMUN,CON VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,A CASA HABITACION,23,25,31,24,26,27,27,33,28,30,25,21
2015,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,A NEGOCIO,33,37,45,63,69,67,62,56,58,70,62,59
2015,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,DE VEHICULOS,49,43,64,42,46,42,40,48,48,56,56,39
2015,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,A TRANSPORTISTAS,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,A TRANSEUNTES,13,26,23,11,9,15,16,13,13,12,18,12
2015,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,OTROS,131,133,141,82,128,133,139,110,120,135,101,125
2015,ALVARO OBREGON,ROBO COMUN,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO DE GANADO (ABIGEATO),ABIGEATO,ABIGEATO,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A BANCOS,1,1,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A CASA DE BOLSA,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A CASA DE CAMBIO,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,A EMPRESA DE TRASLADO DE VALORES,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,CON VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A BANCOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A CASA DE BOLSA,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A CASA DE CAMBIO,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,A EMPRESA DE TRASLADO DE VALORES,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN INSTITUCIONES BANCARIAS,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN CARRETERAS,CON VIOLENCIA,A CAMIONES DE CARGA,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN CARRETERAS,CON VIOLENCIA,A AUTOBUSES,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN CARRETERAS,CON VIOLENCIA,A VEHICULOS PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN CARRETERAS,CON VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN CARRETERAS,CON VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN CARRETERAS,SIN VIOLENCIA,A CAMIONES DE CARGA,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN CARRETERAS,SIN VIOLENCIA,A AUTOBUSES,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN CARRETERAS,SIN VIOLENCIA,A VEHICULOS PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN CARRETERAS,SIN VIOLENCIA,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,ROBO EN CARRETERAS,SIN VIOLENCIA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,LESIONES,DOLOSAS,CON ARMA BLANCA,7,7,6,6,2,6,2,10,7,12,6,6
2015,ALVARO OBREGON,LESIONES,DOLOSAS,CON ARMA DE FUEGO,10,7,11,10,7,5,8,5,6,4,11,4
2015,ALVARO OBREGON,LESIONES,DOLOSAS,OTROS,22,24,38,30,25,29,21,23,21,26,18,13
2015,ALVARO OBREGON,LESIONES,DOLOSAS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,LESIONES,CULPOSAS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,LESIONES,CULPOSAS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,LESIONES,CULPOSAS,OTROS,12,18,36,34,27,26,26,18,19,20,19,23
2015,ALVARO OBREGON,LESIONES,CULPOSAS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,4,1,3,2,3,4,3,1,6,4,2
2015,ALVARO OBREGON,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,1,0,4,1,1,0,0,2,1,2,0
2015,ALVARO OBREGON,HOMICIDIOS,DOLOSOS,OTROS,2,1,0,2,3,2,0,2,1,1,3,1
2015,ALVARO OBREGON,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,HOMICIDIOS,CULPOSOS,CON ARMA DE FUEGO,1,0,2,0,0,0,0,1,0,0,0,0
2015,ALVARO OBREGON,HOMICIDIOS,CULPOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,HOMICIDIOS,CULPOSOS,OTROS,3,3,3,4,4,4,5,4,3,5,1,2
2015,ALVARO OBREGON,HOMICIDIOS,CULPOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,DELITOS PATRIMONIALES,ABUSO DE CONFIANZA,ABUSO DE CONFIANZA,15,14,9,12,6,15,15,10,24,18,16,19
2015,ALVARO OBREGON,DELITOS PATRIMONIALES,DAÑO EN PROPIEDAD AJENA,DAÑO EN PROPIEDAD AJENA,60,49,72,63,59,44,65,59,54,72,62,68
2015,ALVARO OBREGON,DELITOS PATRIMONIALES,EXTORSION,EXTORSION,4,3,5,1,1,3,5,1,2,5,4,7
2015,ALVARO OBREGON,DELITOS PATRIMONIALES,FRAUDE,FRAUDE,43,48,38,40,53,41,45,67,45,51,39,49
2015,ALVARO OBREGON,DELITOS PATRIMONIALES,DESPOJO,CON VIOLENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,DELITOS PATRIMONIALES,DESPOJO,SIN VIOLENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALVARO OBREGON,DELITOS PATRIMONIALES,DESPOJO,SIN DATOS,14,11,24,18,13,13,21,18,25,14,15,15
2015,ALVARO OBREGON,PRIV. DE LA LIBERTAD (SECUESTRO),SECUESTRO,SECUESTRO,0,0,0,0,0,0,0,0,0,0,0,0
